hft_frac,info_lag,book_volume,metric,n_boot,n_base,n_delay,n_thin_book,n_combined,interaction_point,interaction_boot_mean,ci_low,ci_high,p_two_sided,ci_excludes_zero,positive_point
0.4,3,300,vol_ratio,1000,30,30,30,30,-0.7134101461607467,-0.7244310890361734,-1.949381158829547,0.4921059421657856,0.26,False,False
0.4,3,600,acf_abs_ret_1,1000,30,30,30,30,0.027005317780032734,0.02690125049555167,-0.038835408635921255,0.09519496382411796,0.436,False,True
0.4,3,600,acf_abs_ret_5,1000,30,30,30,30,-0.03428122313060947,-0.03484511618079584,-0.11177659568961723,0.039154079772387,0.356,False,False
0.4,3,600,vol_persistence,1000,30,30,30,30,-0.0030286097428129377,-0.0032345709288957693,-0.012333280824614929,0.005717545216942115,0.474,False,False
0.4,3,600,high_vol_cluster_share,1000,30,30,30,30,-0.01861761426978853,-0.019222630992196215,-0.20748885172798234,0.16941192865105914,0.844,False,False
0.4,3,600,vol_ratio,1000,30,30,30,30,-0.18791956393821607,-0.131860150002431,-1.4992667903474228,1.1909664221372165,0.842,False,False
0.4,3,1000,acf_abs_ret_1,1000,30,30,30,30,-0.012369816382391874,-0.01214814012619632,-0.07396510947917556,0.05114537464240224,0.706,False,False
0.4,3,1000,acf_abs_ret_5,1000,30,30,30,30,-0.018141543537317617,-0.01897547418347168,-0.08924707838899174,0.055903496581415614,0.624,False,False
0.4,3,1000,vol_persistence,1000,30,30,30,30,0.0034730937702985853,0.003559300667960904,-0.004977626048862599,0.012061028347227309,0.404,False,True
0.4,3,1000,high_vol_cluster_share,1000,30,30,30,30,-0.04838350055741386,-0.04666566332218509,-0.2225278706800446,0.1334782608695651,0.59,False,False
0.4,3,1000,vol_ratio,1000,30,30,30,30,-0.013057533384111863,0.008864268026292305,-1.2874589307999516,1.3822847118098474,0.996,False,False
0.4,5,300,acf_abs_ret_1,1000,30,30,30,30,-0.04018667899531414,-0.04016272831280868,-0.10916150456074837,0.028081363471527145,0.274,False,False
0.4,5,300,acf_abs_ret_5,1000,30,30,30,30,-0.055043154970935676,-0.0545558240695523,-0.12510122533886267,0.019951709090803092,0.126,False,False
0.4,5,300,vol_persistence,1000,30,30,30,30,-0.00863433406662828,-0.008641895296593715,-0.017113734000755467,-0.0007219445833372556,0.038,True,False
0.4,5,300,high_vol_cluster_share,1000,30,30,30,30,-0.06800445930880744,-0.06965674470457082,-0.24160535117056858,0.10905797101449288,0.44,False,False
0.4,5,300,vol_ratio,1000,30,30,30,30,-0.04874379819485508,-0.04328152974045646,-1.316662529728581,1.2500022303471763,0.922,False,False
0.4,5,600,acf_abs_ret_1,1000,30,30,30,30,0.016492882044497004,0.017779290366094592,-0.04563637604940835,0.08562661045616417,0.59,False,True
0.4,5,600,acf_abs_ret_5,1000,30,30,30,30,-0.002039796183331305,-0.00173298102285033,-0.07220015371371857,0.06947842846373889,0.958,False,False
0.4,5,600,vol_persistence,1000,30,30,30,30,-0.0008109167288384844,-0.0008571165531551812,-0.0095512794594693,0.007719782841299523,0.868,False,False
0.4,5,600,high_vol_cluster_share,1000,30,30,30,30,-0.009698996655518544,-0.00919319955406915,-0.19261426978818272,0.18376811594202896,0.916,False,False
0.4,5,600,vol_ratio,1000,30,30,30,30,0.011965573361077286,0.021450075726535484,-1.1897267207004565,1.2348885867782833,0.968,False,True
0.4,5,1000,acf_abs_ret_1,1000,30,30,30,30,-0.06609458721279854,-0.0656449205502654,-0.12452572149671902,-0.003885109731643764,0.03,True,False
