fast_share,front_running,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio,equity_gap
0.5,True,0,0.9177380595887278,1.2384918660393291,0.1613924050632911,0.0,-0.03519240232204472
0.5,True,1,1.358480555417715,1.3867690564192843,0.09456928838951306,0.0,-0.22077358334464628
0.5,True,2,1.1597707455677624,1.252627313895383,0.1636726546906188,0.0,0.2474760986496622
0.5,True,3,1.6267774871011307,1.8421576554751926,0.09749303621169916,0.0,0.21210229675421474
0.5,True,4,0.8785857953258129,0.9368549248752626,0.11777777777777772,0.0,0.4144639030411582
0.5,True,5,1.3211320692304394,1.4306241799191,0.1095041322314049,0.0,-0.4117976265536182
0.5,True,6,1.2570410464544899,1.2794655955460357,0.11428571428571425,0.0,-0.2494553414663448
0.5,True,7,1.250677442643744,0.8503260420176127,0.09049773755656108,0.0,2.143781287841901
0.5,True,8,1.325655391248787,1.217310848251128,0.09786476868327401,0.0,2.219021042327777
0.5,True,9,1.3703112036237712,1.8397005829757673,0.1285140562248996,0.0,0.0077685179028133666
0.5,True,10,1.8025099731702443,1.8298824401818279,0.11741293532338305,0.0,0.12042616133186876
0.5,True,11,1.2490798485155432,1.2094072623676058,0.09082733812949648,0.0,0.3202158560572616
0.5,True,12,0.7406602042231076,0.9246339161929412,0.10570469798657725,0.0,0.39064244241134866
0.5,True,13,1.3956021551614453,1.6554884605685127,0.10602678571428573,0.0,-1.2028477205421475
0.5,True,14,1.315250722624001,1.236173457657203,0.10714285714285716,0.0,0.8052516824081217
0.5,True,15,1.1184259587276637,1.294309333678264,0.11192660550458718,0.0,0.83224388734803
0.5,True,16,1.1608541617969046,1.3498825377792898,0.10526315789473677,0.0,0.28510725730755787
0.5,True,17,1.122188715944226,1.0995573926115523,0.11013215859030838,0.0,0.19911653422115558
0.5,True,18,1.2301952943760441,1.723598401166449,0.1068965517241379,0.0,-1.858769057272363
0.5,True,19,1.1340460992348254,1.243912122517363,0.1310824230387289,0.0,0.7858594471880503
0.5,True,20,1.4781508356601973,1.8474061158356112,0.10073260073260074,0.0,1.1158720666932191
0.5,True,21,1.5152744632548718,1.6079056352320502,0.1359003397508494,1.0,0.16115475623263395
0.5,True,22,1.6636731142867636,1.2620442918264763,0.11111111111111119,0.0,0.5846139789340812
0.5,True,23,1.4413648480933465,1.0631827001461425,0.10813492063492056,0.0,-1.2623037168378397
0.5,True,24,1.2260066895285677,1.2905059912442822,0.09823182711198429,0.0,0.13983951856409457
0.5,True,25,1.2767762572350865,1.2691994877821173,0.11077844311377254,0.0,0.6911321911138064
0.5,True,26,2.1260931538529406,1.801094763654546,0.10380267214799584,0.0,0.3221343567672498
0.5,True,27,1.1018315996648587,1.0961755078012778,0.10251256281407038,0.0,-0.14471001830835004
0.5,True,28,1.7492536270831796,1.3836581874858782,0.09686346863468634,0.0,0.9633667550011198
0.5,True,29,1.1774381003960066,1.352898368838848,0.10507569011576133,0.0,3.260340842829305
0.6,True,0,0.9776381921534545,1.3693429876900545,0.16617502458210429,0.0,-0.004826727601612936
0.6,True,1,1.6610188533498502,1.3744898715879086,0.14893617021276595,1.0,-0.012750471957779036
0.6,True,2,1.3270926499044113,1.1840640465630445,0.1124880838894186,0.0,0.024706380815171895
0.6,True,3,1.1851588042075873,1.4003902856749906,0.11617806731813235,0.0,0.6334573177996342
0.6,True,4,1.2805410575604925,1.319358556460262,0.12994923857868018,0.0,-5.869122533524608
0.6,True,5,1.1346563473190383,1.6103620721504472,0.12192118226600991,1.0,0.3369886901999771
0.6,True,6,1.1743767290840483,1.0430702004978278,0.10229645093945718,0.0,-0.2666166346076913
0.6,True,7,1.5104191246714942,2.0557835210309134,0.09868421052631579,1.0,-0.3511025868883404
0.6,True,8,1.2893117892049806,1.584864170277971,0.09876543209876552,0.0,0.08072696731289497
0.6,True,9,1.2442261245953041,1.0474273827497007,0.11791383219954654,0.0,0.3750346589656317
0.6,True,10,1.0049158965965344,0.9874727198670981,0.1023784901758015,0.0,-0.09030618881921276
0.6,True,11,1.448367345209419,1.4834509210851126,0.09537572254335253,0.0,-0.02259935698603832
0.6,True,12,1.0955453828627455,1.1439687420835045,0.14646464646464646,0.0,2.7674177410503136
0.6,True,13,1.3143982429822432,1.1529397846536165,0.10675808031341814,0.0,0.5059031460654371
0.6,True,14,1.3784732849558992,1.2681635882759181,0.07051282051282054,0.02666666666666667,0.27270131742344317
0.6,True,15,1.1204033646236926,1.2278219125423329,0.10202020202020197,0.0,0.6361117757329638
0.6,True,16,0.9715559820026728,0.7626904764698185,0.1114754098360656,0.0,-20.526088185590183
0.6,True,17,0.7579022638332252,0.5350341659781748,0.0911627906976744,0.0,-0.822399041024908
0.6,True,18,1.5711257175574516,1.4159847092197664,0.10964912280701754,0.0,-0.26409724021916536
0.6,True,19,1.1874897841226244,1.1083659521401854,0.13326551373346893,0.0,-0.03307919844817119
0.6,True,20,1.5478287409294231,1.5585365443288728,0.11590909090909095,0.0,0.10892269556673442
0.6,True,21,1.1477171625749107,1.2926478043707152,0.11065573770491802,0.0,0.18889675066921738
0.6,True,22,0.967158426711308,1.1224602634615224,0.11275626423690195,0.0,-19.415201957376564
0.6,True,23,1.2679377869491846,1.6926113820697302,0.09523809523809536,1.0,0.02673775776052162
0.6,True,24,0.8111166371121589,1.0035670314327985,0.1261682242990654,0.0,0.24931890968183393
0.6,True,25,1.1971350475894569,1.2528860008406868,0.10425531914893614,0.0,0.4090892113000896
0.6,True,26,1.1918700401021616,0.9650831694064294,0.12000000000000006,0.0,-0.021883459416253304
0.6,True,27,1.0579490359853227,1.2746671822223428,0.09444444444444447,0.0,-3.9935123223049995
0.6,True,28,1.0593281779097796,1.4822366357490566,0.11709601873536299,0.78,0.15433570704043226
0.6,True,29,1.1719300318579853,1.2971938799177876,0.20264765784114058,0.0,-0.10852198253892048
0.7,True,0,1.1273545821868196,1.109649523046761,0.11088709677419355,0.0,-0.3323051547820218
0.7,True,1,1.3228653129179428,1.4440183377406282,0.10896130346232182,0.0,4.4786367612550535
0.7,True,2,1.0125840216261761,1.1489741233162218,0.14343434343434347,0.0,1.8143305909109553
0.7,True,3,0.9463399654400468,0.9509520421925314,0.13261296660117877,0.0,-0.03858596270425649
0.7,True,4,1.241342166426873,1.4598517618793647,0.09827115559599646,0.0,0.7641094369172329
0.7,True,5,1.339403197459172,1.312726883418717,0.18418766290182442,0.0,0.47777627285351854
0.7,True,6,1.5357291275459117,1.9828708310883474,0.1578947368421053,0.0,-1.2200860059378758
0.7,True,7,1.1116204144266888,1.4235249801191754,0.10777202072538866,0.0,-1.267723479887322
0.7,True,8,0.8866877225292645,0.7947608666049412,0.1285574092247302,0.0,0.2478838349942922
0.7,True,9,1.1495924061187812,1.2987733946044506,0.10338517840805121,0.0,0.3576436348334142
0.7,True,10,1.373891695936005,1.1676476813311387,0.09547738693467336,0.0,-1.0894748280407942
0.7,True,11,1.60610226633921,1.6097085292293989,0.1356382978723404,0.0,0.3182222427938629
0.7,True,12,1.1804122138570563,1.4496656493524553,0.14861995753715498,0.7133333333333334,0.23765131850681975
0.7,True,13,0.911595971127892,0.7370573471892459,0.10774058577405855,0.0,3.2855804003929983
0.7,True,14,1.3062411399332368,1.3563923830747753,0.10504201680672269,0.0,-0.21527056564312436
0.7,True,15,1.2718233999652653,0.9889924527978885,0.10368217054263569,0.0,1.0254982113483107
0.7,True,16,1.1744067594517853,1.1467159345686748,0.11978021978021984,0.0,0.04741890370067914
0.7,True,17,1.2248325369719075,1.3224488039913933,0.14688715953307388,0.0,0.5312594951431545
0.7,True,18,1.2539354882823068,1.2057627453454731,0.09667359667359664,0.0,-13.921504502834384
0.7,True,19,1.8501868959155767,2.2010603360905368,0.10736842105263161,1.0,-0.4957412770405616
0.7,True,20,0.9449480086224209,0.8558661078422729,0.10240963855421675,0.0,-1.4030238561813395
