hft_frac,lag,run,vol_ratio,spread_ratio,max_drawdown,recovery_time,mm_panic_ratio
0.5,0,9,2.765642346923078,3.4170589332971195,0.13636363636363633,3,1.0
0.5,0,10,1.1595897092409262,0.8112593219056147,0.1358024691358025,3,1.0
0.5,0,11,2.135682127530968,2.3379260656825274,0.30540540540540545,31,1.0
0.5,0,12,1.5661887763945483,1.608513833393473,0.14491264131551895,10,1.0
0.5,0,13,1.8614247696534383,1.8853984670491382,0.1556948798328109,21,1.0
0.5,0,14,3.194670162175596,3.5826382176290084,0.24141315014720321,96,1.0
0.5,0,15,1.8583320435718846,2.2877696102741885,0.10558375634517772,14,1.0
0.5,0,16,1.5223664537557524,1.2972522035967784,0.09108716944172378,12,1.0
0.5,0,17,1.3600623234623663,1.0183719730100824,0.09980237154150205,12,0.8233333333333334
0.5,0,18,1.7153870058291596,1.935734602500206,0.13059701492537312,26,1.0
0.5,0,19,3.696394503444494,6.75647773450295,0.19162303664921462,277,0.8766666666666667
0.5,0,20,1.1156325240982368,0.9427782892141018,0.09012131715771235,19,1.0
0.5,0,21,2.396870401575675,3.9364662208778687,0.15127020785219394,17,1.0
0.5,0,22,7.5182324294257965,5.757559773279853,0.2198795180722891,12,1.0
0.5,0,23,2.3073830638202404,1.7651683099299933,0.11273486430062628,3,1.0
0.5,0,24,1.3247212741482224,0.9800066577656931,0.19534412955465585,21,1.0
0.5,0,25,2.0919493435953247,3.2321080421712662,0.11042944785276071,24,0.9533333333333334
0.5,0,26,2.5941017087335476,2.9353208366040446,0.13524590163934416,36,0.9833333333333333
0.5,0,27,1.387878437046126,1.4200766783808656,0.10760869565217397,12,1.0
0.5,0,28,4.62407678602215,5.0487235052883,0.18395303326810172,54,0.93
0.5,0,29,2.813208424887301,2.7928579790240176,0.12839248434237993,28,1.0
0.6,0,0,1.6178519261694428,1.6120135977370604,0.10010214504596539,6,1.0
0.6,0,1,4.66603874618137,4.722268773989302,0.1844946025515212,24,0.44666666666666666
0.6,0,2,1.365553891336326,1.5861628621307535,0.13308341143392693,59,1.0
0.6,0,3,4.361900244856737,4.325113791706757,0.225,32,1.0
0.6,0,4,0.6073136059069648,0.476475854495608,0.08191403081914027,21,1.0
0.6,0,5,2.6681666684636185,2.7797370319178762,0.13369565217391302,10,1.0
0.6,0,6,3.3945092806573793,3.1424907182114583,0.17415730337078647,33,1.0
0.6,0,7,1.8778097202914743,2.5355332518092477,0.09920634920634921,10,1.0
0.6,0,8,2.894343667694393,2.570568442684549,0.1701081612586037,300,0.9366666666666666
0.6,0,9,3.832970285747964,4.228173966805024,0.1272727272727272,53,0.97
0.6,0,10,1.9894771758841958,2.890141571030319,0.11263157894736846,11,0.3933333333333333
0.6,0,11,2.8377773147990393,3.603396027674203,0.11587982832618023,13,1.0
0.6,0,12,1.948092128628265,1.732793494503551,0.17616580310880828,19,1.0
0.6,0,13,2.644529913449158,2.5331142583674366,0.20553359683794464,27,1.0
0.6,0,14,1.6542579238062358,1.7194404719694836,0.09951690821256036,17,1.0
0.6,0,15,1.3062775130206943,1.493675335984472,0.17137096774193547,300,1.0
0.6,0,16,2.702472757037788,2.41635439624796,0.18650421743205253,30,0.9766666666666667
0.6,0,17,1.62309735613962,1.7750076190421775,0.12317327766179538,19,1.0
