hft_frac,run,diff_vol_ratio,diff_spread_ratio,diff_max_drawdown,diff_recovery_time,diff_mm_panic_ratio,diff_total_executed_volume,diff_post_volume,diff_volume_per_tick,diff_realized_vol_per_volume,diff_n_ticks
0.4,0,2.888860175321715,2.696659625790323,0.10190227409178529,12.0,0.0,2.0,-29.0,2.1613023255813957,0.0004039897760757602,-70.0
0.4,1,0.9203501406516059,0.31652310080817525,-0.014101065541833865,-3.0,0.0,21.0,-29.0,0.7896687631027266,0.00012525423042615585,-23.0
0.4,2,-0.018307904673414477,-0.07528169761080106,0.01429017258059484,12.0,0.0,0.0,-18.0,0.0,1.5236688352766783e-06,0.0
0.4,3,0.6797737594861424,0.5558097573701684,-0.008997445239434104,3.0,0.0,0.0,-24.0,0.8574736842105253,0.00019626756023734346,-25.0
0.4,4,0.9370938079340725,1.0724199190322512,0.005499003334551292,3.0,0.0,3.0,-37.0,1.420285714285713,0.00013447492127284467,-45.0
0.4,5,0.0006636744977439601,0.011392153956440776,0.023018969819109253,-1.0,0.0,0.0,-13.0,0.0,3.9756577456755e-06,0.0
0.4,6,2.2181528602734844,3.6813550781964848,0.05192107995846315,5.0,0.0,9.0,-26.0,0.9601525423728816,0.00017365606448906985,-28.0
0.4,7,0.06224249035393514,0.031514321633239084,0.005914741687099545,-5.0,0.0,17.0,2.0,0.1620322580645155,1.3299107481239006e-05,-4.0
0.4,8,0.38788040103216215,0.23895062279284307,0.05798757634711893,151.0,0.0,2.0,-16.0,-0.8265958254269439,3.882899746508858e-05,27.0
0.4,9,0.2868960902170974,-0.1106800789677651,-0.022760178374934964,2.0,0.0,1.0,-10.0,0.030653306613226405,1.5035711466544147e-05,-1.0
0.4,10,-0.5658422128596059,-0.41387790218705645,-0.09027277121005434,-29.0,0.0,11.0,-40.0,-0.1859013806706109,-0.00022330606090015758,7.0
0.4,11,-2.162210159937743,-1.5355301289516128,-0.21329977961000632,1.0,0.0,18.0,8.0,-0.157826086956522,-0.00062277008328949,6.0
0.4,12,5.629551914355822,5.459711634866533,0.18312012854641818,-9.0,0.0,5.0,-15.0,2.604117647058823,0.0008036543391555671,-75.0
