hft_frac,run,interaction_recovery_time,interaction_max_drawdown,interaction_stabilization_gap
0.4,91,50.0,-0.03428449404107381,0.5176320092554985
0.4,92,326.0,0.5885485071371099,0.27545615342275986
0.4,93,-16.0,0.24958613636961832,-0.13963973079815
0.4,94,13.0,-0.10031520433359994,-0.26018446651239224
0.4,95,10.0,-0.5243965826055574,0.09067897137200182
0.4,96,28.0,-0.01432973798158138,-0.001334375595037407
0.4,97,280.0,0.047430912025055616,0.018179519542888906
0.4,98,-93.0,-0.09540072409244882,-0.019901772707176392
0.4,99,-62.0,-0.058886277514532945,0.19543262755250862
0.4,100,305.0,0.398692824201176,0.1386820343844347
0.4,101,-80.0,-0.30830011122636425,-0.2002788199174344
0.4,102,20.0,-0.09026778322387641,0.025621454476547623
0.4,103,87.0,0.19500982063291328,0.5922568971700355
0.4,104,17.0,-0.27793140978995834,-0.35902439317002793
0.4,105,-1.0,-0.5451639129663164,-0.450626961504747
0.4,106,-3.0,0.38456903822619215,-0.13333653461868872
0.4,107,-25.0,0.2900606844470416,0.15929032539670399
0.4,108,43.0,0.42273569196141264,0.6962382928830324
0.4,109,272.0,0.1424457589374761,-0.9157659411814594
0.4,110,56.0,-0.2797754635154076,-0.2194399817432401
0.4,111,41.0,0.29715393983059263,0.8212498176228386
0.4,112,-50.0,-0.3034082259393548,0.4333647163839529
0.4,113,-6.0,-0.04709905198841133,-0.28005775684369666
0.4,114,76.0,0.029874590158173717,-0.2012429471006433
0.4,115,290.0,0.092204198701652,0.3356223475131587
0.4,116,-58.0,0.2327016928147002,0.12151441835433541
0.4,117,233.0,-0.07337151912692974,-1.0893410657244806
0.4,118,292.0,-0.10511274847205689,0.1352136948605639
0.4,119,23.0,0.24875723974287908,0.2829686209307381
0.4,120,113.0,0.6484956889375103,0.2056200877297755
0.4,121,-458.0,0.042694154561173814,-0.11523802043461628
0.4,122,-30.0,0.11975476897332157,0.0867539314193864
0.4,123,292.0,-0.009006965162695002,-0.249761189691731
0.4,124,0.0,-0.5143393721716979,-0.2801437044323455
0.4,125,-269.0,-0.3309500365731364,-0.0349339167644675
