fast_share,softlimit,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.2,5,14,1.0328356045401088,1.1786184372363957,0.12227488151658773,1.0
0.2,5,15,1.2296926373165922,1.153304498946578,0.11003236245954695,1.0
0.2,5,16,1.2090831509358277,1.4406296774917635,0.11161217587373173,1.0
0.2,5,17,1.4594746628165056,1.5363296646868285,0.12371134020618557,1.0
0.2,5,18,1.3982043469384664,1.1828307524402304,0.12368168744007663,1.0
0.2,5,19,1.1962212124924827,1.2502058495268535,0.11328527291452112,1.0
0.3,5,0,1.1397754614008022,1.2051852358235118,0.11191709844559583,1.0
0.3,5,1,1.1295875669496338,0.9628142829241124,0.11864406779661009,1.0
0.3,5,2,0.8971352020517412,1.1572907235836318,0.11086474501108647,1.0
0.3,5,3,0.9260412766716325,0.8200172774000101,0.1095764272559852,1.0
0.3,5,4,1.0622360558890303,1.152428127148979,0.10299625468164794,1.0
0.3,5,5,1.3544598625897686,1.2432881554067416,0.1156862745098039,1.0
0.3,5,6,0.9487967833284829,1.1770239641934688,0.11843711843711846,1.0
0.3,5,7,1.4595176168358606,1.0933885320082597,0.1035120147874307,1.0
0.3,5,8,1.0924636279622288,1.0500036297645674,0.10695187165775401,1.0
0.3,5,9,0.9840408947828158,1.0098510108114045,0.09341825902335453,1.0
0.3,5,10,1.1819925690618212,1.0955878152366625,0.08663883089770352,1.0
0.3,5,11,1.0116325732241653,1.034965386739806,0.10089910089910085,1.0
0.3,5,12,1.079571319657971,1.2683630532895194,0.10779082177161162,1.0
0.3,5,13,1.2715877154486213,1.213699467461872,0.10099009900990102,1.0
0.3,5,14,0.9750742583864322,0.9718385972430894,0.11075949367088608,1.0
0.3,5,15,1.222120484284507,1.4860478757079416,0.0945945945945946,1.0
0.3,5,16,1.4374962569091037,1.1293439387879647,0.1124763705103969,1.0
0.3,5,17,0.7666892659190585,0.9994009405701533,0.09145728643216075,1.0
0.3,5,18,0.8579059945005921,1.1748522430731267,0.10344827586206896,1.0
0.3,5,19,0.7827655365233291,1.05805857779784,0.1284403669724771,1.0
0.4,5,0,1.2257057947627155,1.265157617698817,0.10183299389002036,1.0
0.4,5,1,1.0219342470689787,1.3236310240827471,0.13184584178498987,1.0
0.4,5,2,1.1385601391017353,1.1017307367579834,0.10985915492957748,1.0
0.4,5,3,0.9038157867638111,1.1798033046415122,0.12307692307692311,1.0
0.4,5,4,1.1947080118221276,1.041012623132169,0.10461538461538464,1.0
0.4,5,5,1.036918488476094,0.8963801825011374,0.12985685071574646,1.0
0.4,5,6,1.181278993913451,1.1088588388483984,0.10020040080160321,1.0
0.4,5,7,1.2070162597725005,1.0597955188415744,0.09425493716337521,1.0
0.4,5,8,1.0411900414823974,0.922234779556609,0.10312500000000006,1.0
0.4,5,9,0.9843118002635619,1.26817356490319,0.13546255506607927,1.0
0.4,5,10,1.2568079640259242,1.0296524981667736,0.08529945553539024,1.0
0.4,5,11,1.0785404447119469,1.0245914685967574,0.10094637223974758,1.0
0.4,5,12,1.1067363219114332,1.1103527699003453,0.11954261954261954,1.0
0.4,5,13,1.0024187684595143,0.9899223614508401,0.14316012725344646,1.0
0.4,5,14,0.9968073065299747,0.995930006457693,0.14136125654450263,1.0
0.4,5,15,1.3180368151314021,1.1678491342815382,0.1392405063291139,1.0
0.4,5,16,1.2069377627028581,1.281710145876096,0.10531594784353059,1.0
0.4,5,17,1.1215318976514435,1.0127846184204503,0.12304687500000008,1.0
0.4,5,18,1.0580200681011254,0.9776118869881818,0.10180275715800631,1.0
0.4,5,19,1.240613822547505,1.6401823725520905,0.1291322314049587,1.0
0.5,5,0,1.2535002578685848,1.0968685989884797,0.11089866156787757,1.0
0.5,5,1,1.2505200989541538,1.1222884565508373,0.11900000000000005,1.0
0.5,5,2,0.9721261668238655,1.1323275468479008,0.09352517985611505,1.0
0.5,5,3,1.4795989139711698,1.3440933457182416,0.10227272727272725,1.0
0.5,5,4,1.0366552165465177,1.1279979350763418,0.10319917440660474,1.0
0.5,5,5,0.963044153542252,1.0597749668157392,0.10362694300518134,1.0
0.5,5,6,0.9986036186170416,1.1984377613310806,0.10668103448275854,1.0
0.5,5,7,1.1289364379956808,1.2603321632075966,0.10020242914979749,1.0
0.5,5,8,1.2692601996874808,1.2924283889906225,0.0955284552845529,1.0
0.5,5,9,1.0237720383791302,1.2251076517040784,0.15519013360739975,1.0
0.5,5,10,1.1413308732591125,1.0802557604490564,0.12399193548387094,1.0
0.5,5,11,1.4871762704265026,1.351184543790083,0.13452027695351132,1.0
