fast_share,lag,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.2,1,15,1.0285958979145664,0.7724289857223626,0.08784383318544814,1.0
0.2,1,16,0.9919090751602736,1.0618854724023874,0.11575562700964627,1.0
0.2,1,17,1.3033864486715883,1.657648506665432,0.1531440162271805,1.0
0.2,1,18,1.7725793615924912,1.749073851685406,0.10721868365180476,1.0
0.2,1,19,1.2105092006139369,1.2465478458928803,0.09893307468477196,0.51
0.3,1,0,1.5098085334370381,1.9330290774977474,0.1062753036437247,1.0
0.3,1,1,1.4110760268403821,1.6799333557768037,0.0998003992015968,0.31
0.3,1,2,1.0026359011111055,0.906563816938283,0.11787072243346013,1.0
0.3,1,3,1.2485228851033074,1.3228941731958073,0.09209209209209211,1.0
0.3,1,4,1.111907666802772,1.1562457563769355,0.10465116279069764,1.0
0.3,1,5,1.4811180522745033,1.7728008593061249,0.1104536489151874,1.0
0.3,1,6,1.5140501621457056,1.341901237884868,0.09667968750000006,1.0
0.3,1,7,1.086893880765902,1.4040822680999343,0.09713701431492842,1.0
0.3,1,8,1.0180335732609098,1.1074648160729297,0.11405295315682283,1.0
0.3,1,9,1.4857265882798505,1.5313511801929474,0.09795918367346933,0.79
0.3,1,10,1.1654534273105581,1.5456888534945679,0.10683349374398468,1.0
0.3,1,11,1.2448023590213297,1.4230640816746918,0.11823647294589176,1.0
0.3,1,12,1.2227461621901115,1.5611270526329302,0.1040856031128405,1.0
0.3,1,13,1.3828609405102497,1.1163441732594366,0.12244897959183673,1.0
0.3,1,14,1.472224172749374,1.6063806559785476,0.08991825613079012,0.9566666666666667
0.3,1,15,2.1154732149382096,2.139752175030798,0.10526315789473682,0.9466666666666667
0.3,1,16,1.164257092890803,1.4900220939383204,0.1404072883172561,1.0
0.3,1,17,1.593417827447762,1.7306763924018809,0.11741682974559686,0.96
0.3,1,18,0.8697867280662506,1.1446348511656625,0.15329949238578675,1.0
0.3,1,19,1.5667446225492474,1.2034846218381128,0.09513742071881608,1.0
0.4,1,0,1.2757828708525687,1.4609481572043523,0.09869083585095667,1.0
0.4,1,1,1.1014221981433097,1.230556270753757,0.1017293997965412,1.0
0.4,1,2,1.0216783801797285,1.452272609166462,0.10885805763073642,1.0
0.4,1,3,1.5758812123927497,1.619233111610432,0.1301435406698564,1.0
0.4,1,4,1.796438258961571,1.71029082552199,0.10344827586206891,0.9666666666666667
0.4,1,5,0.9576216032505294,1.2531110481539072,0.14656964656964666,1.0
0.4,1,6,0.9262239817778936,1.0557215751125184,0.09624197983501376,1.0
0.4,1,7,1.4570534471590197,1.4418057483202114,0.10597302504816956,1.0
0.4,1,8,1.8018517998595158,1.9594526955590483,0.15171755725190833,0.97
0.4,1,9,1.2348022628872597,1.3632212110226167,0.10831509846827139,1.0
0.4,1,10,0.9234974433349687,1.4055189013287273,0.13011542497376696,1.0
0.4,1,11,1.4920075401409854,1.5478897957555917,0.0808597748208803,0.9966666666666667
0.4,1,12,1.4559179978878884,1.650238889150577,0.14328657314629256,0.97
0.4,1,13,1.7871839434207974,1.69113741281493,0.09650053022269348,1.0
0.4,1,14,1.9786764793011733,2.161752003526339,0.10019267822736024,1.0
0.4,1,15,1.5058737454333606,1.266515361910684,0.11087645195353749,1.0
0.4,1,16,1.2471634861821954,1.7355017099476107,0.1389728096676737,1.0
0.4,1,17,1.1168358911334237,1.1407806318847955,0.09980988593155893,1.0
0.4,1,18,1.45785652051805,2.370757961318897,0.12176724137931032,1.0
0.4,1,19,1.2157747451500753,1.446886617836413,0.10762331838565031,1.0
0.5,1,0,1.1446494840441057,1.3519529643366754,0.08983666061705994,1.0
0.5,1,1,1.4729641031961114,2.152224989721124,0.17490494296577952,1.0
0.5,1,2,1.2599310403477815,1.118562791575293,0.12288135593220348,1.0
0.5,1,3,1.167274365501004,1.2232275992778774,0.09775171065493646,1.0
0.5,1,4,1.1132158634689722,1.2166551053287726,0.16263736263736261,1.0
0.5,1,5,1.5622793733897264,1.4996659183279781,0.15133531157270028,1.0
0.5,1,6,1.1311208774048083,1.479587010599666,0.09849246231155775,1.0
0.5,1,7,1.3020650674029977,1.349884759650444,0.10939112487100111,1.0
0.5,1,8,1.2293390546798517,0.9665403695078029,0.07824591573516762,1.0
0.5,1,9,1.0597735652019344,1.101904092860507,0.11693989071038255,1.0
0.5,1,10,1.323109681538425,1.6062873877163923,0.10330578512396695,0.9666666666666667
