fast_share,run,vol_ratio,spread_ratio,recovery_time,max_drawdown,mm_panic_ratio
0.8,8,1.3880251252314244,1.8791366365113986,55,0.09836065573770486,1.0
0.8,9,1.0681055042455883,1.450397461183788,97,0.10793650793650797,1.0
0.8,10,1.616864432808956,2.4856172988909204,300,0.10602409638554214,1.0
0.8,11,1.584943176654152,1.8612002932472202,15,0.1051051051051051,1.0
0.8,12,1.5101441936263698,1.6246257694695303,2,0.11028037383177568,1.0
0.8,13,1.2621518504909564,1.1788182137244927,9,0.10541871921182269,1.0
0.8,14,0.8764478701862545,0.9396556977298769,6,0.13027179006560455,1.0
0.8,15,1.0809947413532397,1.1409741053162519,6,0.10652173913043475,1.0
0.8,16,1.4848609943404831,1.636396736161909,10,0.1184466019417476,0.9533333333333334
0.8,17,1.4343300074377852,1.1817869218702075,72,0.10985626283367558,1.0
0.8,18,1.4503745714609442,1.503505080836965,0,0.08745583038869263,1.0
0.8,19,1.5797871315233922,1.632733094904598,73,0.142550911039657,1.0
0.8,20,1.4466551797123572,1.593442283712688,13,0.1385199240986718,1.0
0.8,21,1.1026354200222408,1.2220907193242327,9,0.09648241206030145,1.0
0.8,22,1.1540187074807462,1.8729304151488018,300,0.12672811059907835,0.99
0.8,23,1.6445994244711934,1.8554229627650294,12,0.17326732673267325,1.0
0.8,24,1.1160291126111528,1.4041768193466706,15,0.0982419855222337,1.0
0.8,25,0.9532171286507138,1.001475082644118,34,0.11852589641434268,1.0
0.8,26,1.2821428495154394,1.3941460038439308,12,0.09325396825396817,1.0
0.8,27,1.2383874434890156,1.228436024804321,11,0.11249999999999998,1.0
0.8,28,1.3464049417712745,1.6331594248781225,137,0.10309278350515463,1.0
0.8,29,1.1396431431922043,1.269781118169343,165,0.10256410256410256,1.0
0.9,0,1.74493955705656,1.7239593116131904,6,0.09416195856873823,1.0
0.9,1,2.8311438439719883,2.088744668637743,10,0.07900000000000006,1.0
0.9,2,1.121071764551924,1.0041145420710413,8,0.09345794392523364,1.0
0.9,3,1.6539000339531746,1.5769487669509898,4,0.10701438848920868,1.0
0.9,4,1.8239999835870042,1.7642086071761691,13,0.10515672396359965,1.0
0.9,5,1.6810026337771988,1.6537983955521642,13,0.10660377358490564,0.95
0.9,6,1.4958802697926779,1.469241873787246,78,0.11605206073752715,1.0
0.9,7,1.2059713923394957,1.0777868445945635,132,0.10707456978967485,1.0
0.9,8,1.1631062777712307,1.0639800153350867,163,0.08541266794625725,1.0
0.9,9,1.5719910078411907,1.5814418096366358,11,0.13141683778234098,1.0
