hft_frac,info_lag,softlimit,metric,n_boot,n_base,n_delay,n_liquidity,n_combined,interaction_point,interaction_boot_mean,ci_low,ci_high,p_two_sided,ci_excludes_zero,positive_point
0.6,10,50,acf_abs_ret_1,1000,30,30,30,30,0.05154304706338636,0.04981526449834197,-0.017066164539768214,0.11502405704461068,0.134,False,True
0.6,10,50,acf_abs_ret_5,1000,30,30,30,30,0.08634060332757094,0.08632378378560399,0.021183834891655564,0.15361991208553752,0.012,True,True
0.6,10,50,vol_persistence,1000,30,30,30,30,0.008890415557540887,0.008866933354467161,7.3512002598836775e-06,0.01779656195471664,0.05,True,True
0.6,10,50,high_vol_cluster_share,1000,30,30,30,30,-0.011259754738015604,-0.008673690078037853,-0.19952619843924183,0.17492474916387957,0.904,False,False
0.6,10,50,vol_ratio,1000,30,30,30,30,0.06154185079782293,0.051314188123809154,-0.9060273313010908,1.158254395758103,0.958,False,True
0.8,1,20,acf_abs_ret_1,1000,30,30,30,30,0.026424593939782415,0.02474457600047763,-0.043041432900902905,0.09086565579219782,0.46,False,True
0.8,1,20,acf_abs_ret_5,1000,30,30,30,30,-0.01679307964069554,-0.017979332638045107,-0.08886195255043368,0.051037012099092845,0.632,False,False
0.8,1,20,vol_persistence,1000,30,30,30,30,-0.0016691321844863882,-0.0019781380648993276,-0.011901530118485461,0.007820370056452608,0.686,False,False
0.8,1,20,high_vol_cluster_share,1000,30,30,30,30,0.08952062430323288,0.09222028985507243,-0.0721460423634337,0.2624386845039018,0.27,False,True
0.8,1,20,vol_ratio,1000,30,30,30,30,0.6604757929164977,0.6858703588688624,-0.30855961772846463,1.7159447061302646,0.182,False,True
0.8,1,50,acf_abs_ret_1,1000,30,30,30,30,0.012404650489993008,0.014261107076084802,-0.054224730752937586,0.08171386468602447,0.674,False,True
0.8,1,50,acf_abs_ret_5,1000,30,30,30,30,-0.002509120844967322,-0.00027366539784115296,-0.0664878826955864,0.060022963544671154,0.976,False,False
0.8,1,50,vol_persistence,1000,30,30,30,30,0.002777646845712911,0.003141257881000521,-0.007020297179847598,0.013203766866706195,0.568,False,True
0.8,1,50,high_vol_cluster_share,1000,30,30,30,30,0.16298773690078028,0.1638709030100334,-0.007820512820512996,0.3268561872909699,0.062,False,True
0.8,1,50,vol_ratio,1000,30,30,30,30,0.9467275637111605,0.9328269696393058,-0.16525877494034738,1.965933164667413,0.092,False,True
0.8,3,20,acf_abs_ret_1,1000,30,30,30,30,0.02698656092496815,0.02774474695969689,-0.04144435616099349,0.09626247542118531,0.434,False,True
0.8,3,20,acf_abs_ret_5,1000,30,30,30,30,-0.03215096801800588,-0.03208090301271824,-0.10309792987652877,0.03671568002596524,0.34,False,False
0.8,3,20,vol_persistence,1000,30,30,30,30,-0.00010242692831763378,-0.000166862129111222,-0.009094587772540108,0.008995854352725608,0.99,False,False
0.8,3,20,high_vol_cluster_share,1000,30,30,30,30,0.005797101449275255,0.0012656633221850644,-0.13892697881828317,0.1520819397993312,0.98,False,True
0.8,3,20,vol_ratio,1000,30,30,30,30,0.16328180808782644,0.16171855770736623,-0.7777157638367059,1.2267711683924363,0.764,False,True
0.8,3,50,acf_abs_ret_1,1000,30,30,30,30,-0.026561508187528893,-0.02704102125134206,-0.09299964873640863,0.03750730335293898,0.434,False,False
0.8,3,50,acf_abs_ret_5,1000,30,30,30,30,-0.017503115626248927,-0.018297106476770908,-0.08514955362244138,0.050446120904502206,0.6,False,False
0.8,3,50,vol_persistence,1000,30,30,30,30,-0.003378730584961298,-0.0034879857750464965,-0.013545981732134161,0.006722741643151113,0.51,False,False
0.8,3,50,high_vol_cluster_share,1000,30,30,30,30,0.018952062430323213,0.016723299888517302,-0.13923076923076919,0.17982720178372372,0.818,False,True
0.8,3,50,vol_ratio,1000,30,30,30,30,0.2930481794880291,0.31137642473015137,-0.6799570568332648,1.2234359885617934,0.552,False,True
